,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
29668,46273,C2B,Airlines,Online,Bronze Plan,0,6,SINGAPORE,16.0,4.0,F,26
43999,17139,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,PHILIPPINES,20.0,0.0,,36
42864,494,EPX,Travel Agency,Online,Cancellation Plan,0,59,MYANMAR,16.0,0.0,,36
37294,4,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,79,ITALY,-19.8,11.88,,41
29330,56645,JZI,Airlines,Online,Basic Plan,0,8,THAILAND,22.0,7.7,M,46
47207,35912,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,PHILIPPINES,20.0,0.0,,36
46894,37411,EPX,Travel Agency,Online,Cancellation Plan,0,135,INDIA,29.0,0.0,,36
12868,10797,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,HONG KONG,20.0,0.0,,53
45722,5381,EPX,Travel Agency,Online,Cancellation Plan,0,183,"KOREA, REPUBLIC OF",0.0,0.0,,36
23086,2513,JZI,Airlines,Online,Basic Plan,0,74,MALAYSIA,18.0,6.3,F,42
14612,5004,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,SINGAPORE,63.0,0.0,,31
47791,56462,JZI,Airlines,Online,Basic Plan,0,3,MALAYSIA,18.0,6.3,M,30
10879,4373,EPX,Travel Agency,Online,Cancellation Plan,0,52,INDIA,21.0,0.0,,36
9769,39866,JZI,Airlines,Online,Value Plan,0,44,UNITED STATES,198.0,69.3,M,77
47609,49177,C2B,Airlines,Online,Bronze Plan,0,76,SINGAPORE,60.0,15.0,M,22
26785,48017,C2B,Airlines,Online,Annual Silver Plan,0,402,SINGAPORE,259.2,64.8,M,46
19654,33579,JZI,Airlines,Online,Basic Plan,0,174,THAILAND,-22.0,7.7,F,36
46848,21218,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,AUSTRALIA,49.5,29.7,,35
29541,31810,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,13.5,3.38,M,35
26296,44685,EPX,Travel Agency,Online,Cancellation Plan,0,20,INDONESIA,65.0,0.0,,36
5589,55391,C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,F,43
35116,58981,C2B,Airlines,Online,Annual Silver Plan,1,378,SINGAPORE,216.0,54.0,F,28
4583,61493,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,THAILAND,39.6,23.76,,27
2855,49773,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,32,THAILAND,21.0,0.0,,37
12921,19084,EPX,Travel Agency,Online,Cancellation Plan,0,23,CHINA,27.0,0.0,,36
42189,38262,JZI,Airlines,Online,Value Plan,0,26,UNITED STATES,96.0,33.6,M,48
1463,52918,EPX,Travel Agency,Online,Cancellation Plan,0,60,SINGAPORE,128.0,0.0,,22
20753,5767,JZI,Airlines,Online,Basic Plan,0,51,INDONESIA,22.0,7.7,M,40
1504,15248,EPX,Travel Agency,Online,Cancellation Plan,0,160,NEW ZEALAND,0.0,0.0,,36
6994,44125,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,VIET NAM,20.0,0.0,,36
22810,16360,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,UNITED STATES,-69.3,41.58,,47
50619,59309,EPX,Travel Agency,Online,Cancellation Plan,0,3,LAO PEOPLE'S DEMOCRATIC REPUBLIC,27.0,0.0,,35
8002,11102,EPX,Travel Agency,Online,Cancellation Plan,0,4,NETHERLANDS,35.0,0.0,,36
5788,17650,EPX,Travel Agency,Online,Cancellation Plan,0,24,MALAYSIA,10.0,0.0,,36
12750,40737,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,8,PHILIPPINES,39.75,25.84,F,45
11062,12704,C2B,Airlines,Online,Gold Plan,0,13,SINGAPORE,98.0,24.5,M,39
32690,37280,JZI,Airlines,Online,Value Plan,0,3,SRI LANKA,36.0,12.6,M,64
22450,32797,EPX,Travel Agency,Online,Cancellation Plan,0,145,INDONESIA,10.0,0.0,,36
38169,4468,EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,10.0,0.0,,36
20553,30167,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,58,ITALY,69.3,41.58,,31
31335,51620,ART,Airlines,Online,24 Protect,0,35,MALAYSIA,18.59,6.51,M,48
21831,51199,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,INDONESIA,20.0,0.0,,36
5059,2598,EPX,Travel Agency,Online,Cancellation Plan,0,42,JAPAN,37.0,0.0,,36
41201,1515,EPX,Travel Agency,Online,Cancellation Plan,0,39,SINGAPORE,35.0,0.0,,36
17014,4919,JZI,Airlines,Online,Basic Plan,0,7,AUSTRALIA,22.0,7.7,F,61
27244,40083,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,36,AUSTRALIA,29.7,17.82,,36
44846,48188,JZI,Airlines,Online,Basic Plan,0,4,HONG KONG,22.0,7.7,M,73
47527,62103,JZI,Airlines,Online,Basic Plan,0,10,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,28
1084,25025,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,SPAIN,20.0,0.0,,36
23207,59179,C2B,Airlines,Online,Annual Gold Plan,0,379,SINGAPORE,399.6,99.9,M,28
31953,18570,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,AUSTRALIA,59.4,35.64,,44
8581,61361,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,79,INDIA,20.0,0.0,,34
5612,59223,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,PHILIPPINES,20.0,0.0,,35
42509,52282,EPX,Travel Agency,Online,Cancellation Plan,0,11,SINGAPORE,53.0,0.0,,36
21758,20098,C2B,Airlines,Online,Bronze Plan,0,7,SINGAPORE,30.55,7.64,M,22
39730,11159,RAB,Airlines,Online,Value Plan,0,1,BRUNEI DARUSSALAM,15.0,6.0,M,44
13060,3686,EPX,Travel Agency,Online,Cancellation Plan,0,5,UNITED STATES,80.0,0.0,,54
18497,48154,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,INDONESIA,20.0,0.0,,33
495,738,RAB,Airlines,Online,Value Plan,0,8,BRUNEI DARUSSALAM,15.0,6.0,M,47
11346,53781,C2B,Airlines,Online,Bronze Plan,0,17,SINGAPORE,60.0,15.0,M,28
8558,37929,C2B,Airlines,Online,Bronze Plan,0,21,SINGAPORE,13.5,3.38,M,25
21612,58145,EPX,Travel Agency,Online,Cancellation Plan,0,9,ICELAND,10.0,0.0,,35
16734,47468,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,88,THAILAND,29.0,0.0,,36
5712,39963,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,CHINA,58.0,0.0,,36
35330,58065,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,NEW ZEALAND,69.3,41.58,,30
34496,18250,EPX,Travel Agency,Online,Cancellation Plan,0,5,"TAIWAN, PROVINCE OF CHINA",31.0,0.0,,36
7917,14666,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,CHINA,32.0,0.0,,36
33753,29745,EPX,Travel Agency,Online,Cancellation Plan,0,45,MALAYSIA,10.0,0.0,,36
13376,26278,EPX,Travel Agency,Online,Cancellation Plan,0,24,SINGAPORE,10.0,0.0,,36
4920,49665,EPX,Travel Agency,Online,Cancellation Plan,0,58,UNITED STATES,80.0,0.0,,32
17445,39897,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,AUSTRALIA,0.0,11.88,,34
37936,15992,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,59,NETHERLANDS,51.0,0.0,,36
17582,32680,KML,Travel Agency,Online,Value Plan,0,49,ITALY,146.0,55.48,F,48
34002,29135,EPX,Travel Agency,Online,Cancellation Plan,0,41,UNITED KINGDOM,80.0,0.0,,36
12215,24570,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,25,AUSTRALIA,59.4,35.64,,53
9310,8956,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,HONG KONG,20.0,0.0,,36
30791,298,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,MALAYSIA,32.0,0.0,,36
24432,40901,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,33.5,8.38,F,68
28307,3905,JZI,Airlines,Online,Basic Plan,0,69,PHILIPPINES,30.0,10.5,F,48
28352,59698,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,GERMANY,69.3,41.58,,58
33070,33391,C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,53.5,13.38,F,24
44834,13072,EPX,Travel Agency,Online,Cancellation Plan,0,109,MALAYSIA,10.0,0.0,,36
11962,20727,RAB,Airlines,Online,Value Plan,0,89,BRUNEI DARUSSALAM,23.0,9.2,,64
34428,25719,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,66,AUSTRALIA,57.0,0.0,,36
24135,54044,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,162,HONG KONG,20.0,0.0,,36
15082,27482,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,MALAYSIA,0.0,17.82,,63
7863,51605,JZI,Airlines,Online,Basic Plan,0,14,THAILAND,18.0,6.3,M,42
21061,54964,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,16.0,4.0,M,57
22436,5547,EPX,Travel Agency,Online,Cancellation Plan,0,246,CHINA,26.0,0.0,,36
10658,30923,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,UNITED STATES,112.0,0.0,,30
17725,53598,C2B,Airlines,Online,Gold Plan,1,16,SINGAPORE,88.0,22.0,M,39
18187,13864,EPX,Travel Agency,Online,Cancellation Plan,0,16,THAILAND,27.0,0.0,,36
21299,62773,TST,Travel Agency,Offline,Travel Cruise Protect,0,10,THAILAND,30.0,10.5,F,65
27179,24226,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,THAILAND,20.0,0.0,,35
10298,8618,EPX,Travel Agency,Online,Cancellation Plan,0,37,AUSTRALIA,22.0,0.0,,36
10321,16278,EPX,Travel Agency,Online,Cancellation Plan,0,6,"KOREA, REPUBLIC OF",32.0,0.0,,36
3926,31995,JZI,Airlines,Online,Basic Plan,0,10,THAILAND,22.0,7.7,M,51
18755,2462,EPX,Travel Agency,Online,Cancellation Plan,0,5,THAILAND,29.0,0.0,,41
8040,61180,LWC,Travel Agency,Online,Annual Travel Protect Gold,0,418,UNITED STATES,256.2,166.53,M,38
10702,47305,EPX,Travel Agency,Online,Cancellation Plan,0,6,HONG KONG,26.0,0.0,,36
31499,63086,JZI,Airlines,Online,Basic Plan,0,17,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,65
50097,43128,EPX,Travel Agency,Online,Cancellation Plan,0,27,"TAIWAN, PROVINCE OF CHINA",14.0,0.0,,36
43376,31125,EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,58.0,0.0,,36
1045,1941,JZI,Airlines,Online,Basic Plan,0,14,CHINA,40.0,14.0,M,47
48986,55005,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,THAILAND,29.7,17.82,,31
43728,25886,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,THAILAND,9.9,5.94,,23
5152,38726,EPX,Travel Agency,Online,Cancellation Plan,0,85,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,,36
806,49671,EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,10.0,0.0,,76
17660,43086,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,THAILAND,79.2,47.52,,41
5850,18058,EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,35.0,0.0,,36
13701,21818,EPX,Travel Agency,Online,Cancellation Plan,0,33,MALAYSIA,10.0,0.0,,22
21966,15083,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,88,ISRAEL,30.0,0.0,,36
5537,432,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,60,MALAYSIA,19.8,11.88,,31
7748,8465,EPX,Travel Agency,Online,Cancellation Plan,0,4,INDIA,20.0,0.0,,48
50639,16885,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,CHINA,44.0,0.0,,36
47255,32699,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,23.5,5.88,F,50
2186,31025,C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,14.95,3.74,M,22
46959,14638,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,66,"KOREA, REPUBLIC OF",48.0,0.0,,36
29045,56056,JWT,Airlines,Online,Value Plan,0,13,INDIA,31.0,12.4,M,118
5087,25622,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,GERMANY,20.0,0.0,,36
22909,34030,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,51,NEW ZEALAND,112.0,0.0,,36
33092,4070,C2B,Airlines,Online,Annual Gold Plan,0,375,SINGAPORE,449.25,112.31,F,35
45500,47371,JZI,Airlines,Online,Basic Plan,0,36,THAILAND,18.0,6.3,F,46
43150,63087,JZI,Airlines,Online,Basic Plan,0,73,PHILIPPINES,22.0,7.7,M,45
2545,59282,EPX,Travel Agency,Online,Cancellation Plan,0,6,SINGAPORE,10.0,0.0,,35
18198,18536,JZI,Airlines,Online,Basic Plan,0,34,THAILAND,47.0,16.45,M,63
39054,18114,JZI,Airlines,Online,Value Plan,0,86,MALAYSIA,56.0,19.6,F,33
31878,15970,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,45,UNITED KINGDOM,19.8,11.88,,37
16073,60870,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,0,10,JAPAN,33.0,21.45,M,28
19715,55052,EPX,Travel Agency,Online,Cancellation Plan,0,20,VIET NAM,11.0,0.0,,36
16952,38168,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,CHINA,73.0,0.0,,36
33281,15998,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,87,CANADA,98.0,0.0,,28
9413,32987,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,15,CHINA,37.0,0.0,,36
49177,41637,C2B,Airlines,Online,Silver Plan,0,76,SINGAPORE,39.0,9.75,F,66
40453,23868,EPX,Travel Agency,Online,Cancellation Plan,0,73,UNITED STATES,80.0,0.0,,58
32276,46290,C2B,Airlines,Online,Annual Silver Plan,0,374,SINGAPORE,161.0,40.25,F,38
31153,54993,C2B,Airlines,Online,Annual Silver Plan,1,366,SINGAPORE,216.0,54.0,M,37
35804,52037,JZI,Airlines,Online,Basic Plan,0,54,CHINA,26.0,9.1,F,58
22053,33537,SSI,Airlines,Online,Ticket Protector,0,95,SINGAPORE,11.7,3.28,,48
35572,45642,EPX,Travel Agency,Online,Cancellation Plan,0,31,SINGAPORE,10.0,0.0,,36
50576,56779,EPX,Travel Agency,Online,Cancellation Plan,0,34,JAPAN,12.0,0.0,,36
28122,58636,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,99,AUSTRIA,76.0,0.0,,35
39953,7251,JZI,Airlines,Online,Basic Plan,0,8,CHINA,26.0,9.1,M,44
1413,36889,EPX,Travel Agency,Online,Cancellation Plan,0,32,HONG KONG,18.0,0.0,,36
1229,32472,EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,10.0,0.0,,36
24126,50248,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,VIET NAM,43.0,0.0,,36
41712,15474,EPX,Travel Agency,Online,Cancellation Plan,0,29,UNITED STATES,80.0,0.0,,31
22322,2734,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,NEW ZEALAND,39.6,23.76,,31
24967,39658,JZI,Airlines,Online,Basic Plan,0,25,INDONESIA,18.0,6.3,F,50
25476,13708,KML,Travel Agency,Online,Value Plan,0,36,INDONESIA,22.0,8.36,M,48
9338,9280,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,AUSTRALIA,99.0,59.4,,31
2556,41501,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,CHINA,30.0,0.0,,36
26357,5518,EPX,Travel Agency,Online,Cancellation Plan,0,28,CHINA,19.0,0.0,,36
2079,59140,C2B,Airlines,Online,Bronze Plan,0,23,SINGAPORE,39.0,9.75,M,36
47179,28835,EPX,Travel Agency,Online,Cancellation Plan,0,15,CHINA,36.0,0.0,,36
5156,36512,EPX,Travel Agency,Online,Cancellation Plan,0,102,AUSTRIA,60.0,0.0,,36
35281,55805,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,JAPAN,36.0,0.0,,36
14955,5361,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,PHILIPPINES,65.0,0.0,,36
22155,18441,EPX,Travel Agency,Online,Cancellation Plan,0,168,ITALY,56.0,0.0,,36
41265,14584,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,94,SWEDEN,158.4,95.04,,54
42581,21030,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,CAMBODIA,28.0,0.0,,36
24890,61887,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,INDONESIA,0.0,35.64,,28
42577,19026,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,MALAYSIA,19.8,11.88,,37
24112,34659,EPX,Travel Agency,Online,Cancellation Plan,0,30,JAPAN,14.0,0.0,,20
4893,62854,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,CAMBODIA,20.0,0.0,,35
33830,9327,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,MALAYSIA,20.0,0.0,,58
35826,37468,C2B,Airlines,Online,Silver Plan,0,8,SINGAPORE,33.5,8.38,F,29
19521,30215,EPX,Travel Agency,Online,Cancellation Plan,0,16,SINGAPORE,10.0,0.0,,36
42358,29836,C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,53.5,13.38,F,26
25417,30622,EPX,Travel Agency,Online,Cancellation Plan,0,80,UNITED STATES,13.0,0.0,,56
39516,34612,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,"KOREA, REPUBLIC OF",54.0,0.0,,23
4910,48870,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,169,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,,39
25524,29148,EPX,Travel Agency,Online,Cancellation Plan,0,74,FRANCE,12.0,0.0,,36
36736,40380,ART,Airlines,Online,Value Plan,0,17,INDIA,40.0,14.0,M,47
12965,51874,C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,259.2,64.8,F,31
20592,11226,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,AUSTRALIA,79.2,47.52,,57
29115,51856,C2B,Airlines,Online,Silver Plan,0,18,SINGAPORE,27.0,6.75,F,60
25954,6615,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,241,CZECH REPUBLIC,112.0,0.0,,36
44348,49785,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,CHINA,35.0,0.0,,36
14166,59097,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,26,SINGAPORE,20.0,0.0,,35
5932,60413,C2B,Airlines,Online,Bronze Plan,0,13,SINGAPORE,27.0,6.75,F,77
46748,5252,EPX,Travel Agency,Online,Cancellation Plan,0,2,CHINA,39.0,0.0,,36
19565,28978,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,THAILAND,20.0,0.0,,36
36153,11731,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,INDIA,28.0,0.0,,36
16658,38880,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,47,JAPAN,37.0,0.0,,29
41239,62250,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,AUSTRALIA,19.8,11.88,,39
12083,25905,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,30,PORTUGAL,69.3,41.58,,63
6015,55383,C2B,Airlines,Online,Silver Plan,0,22,SINGAPORE,56.5,14.13,M,39
41626,26961,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,THAILAND,23.0,0.0,,36
15975,19231,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,,28
32891,12427,EPX,Travel Agency,Online,Cancellation Plan,0,27,CHINA,24.0,0.0,,36
7103,23766,JZI,Airlines,Online,Basic Plan,0,32,HONG KONG,26.0,9.1,F,45
30261,45,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,20.0,0.0,,50
38289,34617,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,HONG KONG,22.0,0.0,,36
49711,35883,C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,41.5,10.38,F,36
18432,31990,JZI,Airlines,Online,Basic Plan,0,8,HONG KONG,22.0,7.7,M,43
17284,23136,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,AUSTRALIA,49.5,29.7,,55
11545,58672,EPX,Travel Agency,Online,Cancellation Plan,0,38,NEPAL,0.0,0.0,,35
43224,7482,C2B,Airlines,Online,Bronze Plan,0,16,SINGAPORE,38.35,9.59,F,30
32000,43780,EPX,Travel Agency,Online,Cancellation Plan,0,101,INDONESIA,24.0,0.0,,36
39840,53907,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,28,UNITED ARAB EMIRATES,20.0,0.0,,36
21238,10337,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,10.0,0.0,,36
1105,12681,JZI,Airlines,Online,Basic Plan,0,9,CHINA,22.0,7.7,M,66
49050,12843,EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,10.0,0.0,,36
8901,27478,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,74,AUSTRALIA,39.6,23.76,,29
2151,55614,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,INDONESIA,20.0,0.0,,64
40412,29849,C2B,Airlines,Online,Annual Silver Plan,0,369,SINGAPORE,252.85,63.21,M,21
10824,7118,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,211,SWITZERLAND,0.0,5.94,,31
36047,5337,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,92,NEPAL,93.0,0.0,,36
33852,43166,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,MALAYSIA,20.0,0.0,,36
22521,53398,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,0.0,65.34,,31
27618,31235,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,THAILAND,29.7,17.82,,45
8454,48380,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,17,SINGAPORE,20.0,0.0,,36
2860,52667,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,VIET NAM,20.0,0.0,,36
44377,61925,EPX,Travel Agency,Online,Cancellation Plan,0,93,INDIA,22.0,0.0,,35
31750,17462,EPX,Travel Agency,Online,Cancellation Plan,0,22,MACAO,16.0,0.0,,40
33373,3932,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,10,MALAYSIA,19.8,11.88,,33
15056,6954,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDONESIA,41.0,0.0,,36
18428,32431,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,72,IRELAND,0.0,0.0,,36
25516,8251,EPX,Travel Agency,Online,Cancellation Plan,0,57,UNITED STATES,80.0,0.0,,33
19096,34156,JZI,Airlines,Online,Basic Plan,0,80,INDONESIA,30.0,10.5,F,53
42385,28450,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,25,BANGLADESH,20.0,0.0,,37
28972,58165,JZI,Airlines,Online,Basic Plan,0,14,VIET NAM,22.0,7.7,M,61
30615,30821,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,VIET NAM,20.0,0.0,,36
2945,41992,TST,Travel Agency,Offline,Travel Cruise Protect,0,94,THAILAND,30.0,10.5,M,52
14287,7982,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,PHILIPPINES,29.0,0.0,,36
47023,7889,EPX,Travel Agency,Online,Cancellation Plan,0,101,PHILIPPINES,20.0,0.0,,36
34514,41461,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,AUSTRALIA,19.8,11.88,,58
37976,23278,SSI,Airlines,Online,Ticket Protector,0,17,SINGAPORE,0.77,0.22,,48
40812,30284,C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,18.0,4.5,F,27
23530,8001,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,CAMBODIA,34.0,0.0,,36
48395,58266,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,AUSTRALIA,77.0,0.0,,35
5928,42331,EPX,Travel Agency,Online,Cancellation Plan,0,6,CHINA,22.0,0.0,,36
24885,45162,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,BRAZIL,0.0,5.94,,45
35722,55063,EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,13.0,0.0,,53
1649,2456,EPX,Travel Agency,Online,Cancellation Plan,0,113,FRANCE,71.0,0.0,,36
32385,3694,EPX,Travel Agency,Online,Cancellation Plan,0,24,SWITZERLAND,61.0,0.0,,36
7577,2819,EPX,Travel Agency,Online,Cancellation Plan,0,32,UNITED KINGDOM,55.0,0.0,,36
32375,1865,EPX,Travel Agency,Online,Cancellation Plan,0,32,SINGAPORE,12.0,0.0,,22
25460,54501,C2B,Airlines,Online,Bronze Plan,0,25,SINGAPORE,27.0,6.75,F,29
12402,23557,C2B,Airlines,Online,Silver Plan,1,16,SINGAPORE,127.0,31.75,M,34
9458,5744,EPX,Travel Agency,Online,Cancellation Plan,0,40,GERMANY,80.0,0.0,,36
38728,32946,EPX,Travel Agency,Online,Cancellation Plan,0,18,CHINA,20.0,0.0,,36
48695,45422,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,96,THAILAND,50.0,0.0,,36
7222,12243,ART,Airlines,Online,24 Protect,0,28,PHILIPPINES,23.47,8.21,M,48
46459,61546,EPX,Travel Agency,Online,Cancellation Plan,0,18,SINGAPORE,21.0,0.0,,35
23198,41396,JZI,Airlines,Online,Basic Plan,0,11,THAILAND,22.0,7.7,M,40
27692,48529,EPX,Travel Agency,Online,Cancellation Plan,0,6,UNITED ARAB EMIRATES,56.0,0.0,,36
11965,62932,JZI,Airlines,Online,Basic Plan,0,27,"KOREA, REPUBLIC OF",44.0,15.4,F,53
37732,34781,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,152,UNITED KINGDOM,0.0,17.82,,41
39220,62812,C2B,Airlines,Online,Silver Plan,0,13,SINGAPORE,29.0,7.25,M,54
19011,61974,JZI,Airlines,Online,Basic Plan,0,13,INDONESIA,22.0,7.7,M,38
26527,32461,EPX,Travel Agency,Online,Cancellation Plan,0,91,JAPAN,11.0,0.0,,39
14471,37982,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,VIET NAM,26.0,0.0,,36
49412,60676,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,55,AUSTRALIA,42.0,0.0,,35
19197,21972,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,MALAYSIA,29.7,17.82,,34
25195,25065,EPX,Travel Agency,Online,Cancellation Plan,0,24,SINGAPORE,10.0,0.0,,36
47163,43110,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,VIET NAM,32.0,0.0,,59
17962,61999,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,16.0,4.0,F,30
36130,22387,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,71,INDONESIA,22.0,0.0,,33
19807,15065,EPX,Travel Agency,Online,Cancellation Plan,0,22,THAILAND,10.0,0.0,,52
